Date,Price,Open,High,Low,Vol.,Change %
14-03-2022,0.77455,0.75944,0.77961,0.74565,514.38M,1.99%
13-03-2022,0.75943,0.78591,0.80471,0.7532,496.63M,-3.36%
12-03-2022,0.78585,0.80295,0.84877,0.77881,976.91M,-2.15%
11-03-2022,0.80312,0.73615,0.8128,0.72536,843.02M,9.11%
10-03-2022,0.7361,0.76575,0.77842,0.72407,648.28M,-3.87%
09-03-2022,0.76571,0.7208,0.77274,0.72021,628.03M,6.23%
08-03-2022,0.7208,0.72011,0.73037,0.71395,480.81M,0.09%
07-03-2022,0.72012,0.72476,0.75354,0.7041,793.88M,-0.64%
06-03-2022,0.72473,0.75387,0.75845,0.72226,496.78M,-3.87%
05-03-2022,0.75391,0.71276,0.76841,0.70512,573.88M,5.77%
04-03-2022,0.71277,0.75158,0.75362,0.69756,618.13M,-5.19%
03-03-2022,0.7518,0.76873,0.78857,0.73518,631.18M,-2.22%
02-03-2022,0.76885,0.78388,0.78414,0.7566,711.25M,-1.91%
01-03-2022,0.78384,0.78127,0.80324,0.75825,738.57M,0.33%
28-02-2022,0.78127,0.72144,0.79257,0.70893,855.06M,8.29%
27-02-2022,0.72144,0.75044,0.76674,0.7042,865.45M,-3.86%
26-02-2022,0.75044,0.76923,0.79063,0.74079,909.28M,-2.45%
25-02-2022,0.76926,0.69603,0.77591,0.68516,983.37M,10.53%
24-02-2022,0.696,0.69624,0.71839,0.62253,1.84B,0.00%
23-02-2022,0.69602,0.72101,0.74369,0.69285,868.99M,-3.49%
22-02-2022,0.72119,0.70187,0.72636,0.67499,1.18B,2.79%
21-02-2022,0.70162,0.77583,0.80041,0.69665,1.16B,-9.54%
20-02-2022,0.77562,0.82174,0.82272,0.7663,968.87M,-5.60%
19-02-2022,0.8216,0.78467,0.85354,0.77057,940.73M,4.71%
18-02-2022,0.78468,0.76736,0.80446,0.75677,815.44M,2.34%
17-02-2022,0.76677,0.83689,0.84449,0.75487,748.40M,-8.26%
16-02-2022,0.83582,0.85099,0.8525,0.80911,520.13M,-1.76%
15-02-2022,0.85083,0.8008,0.85886,0.79627,555.15M,6.25%
14-02-2022,0.80077,0.80562,0.81193,0.78027,622.89M,-0.58%
13-02-2022,0.80545,0.82203,0.84651,0.79278,699.44M,-1.98%
12-02-2022,0.82171,0.75907,0.85036,0.74725,934.29M,8.27%
11-02-2022,0.75896,0.82537,0.83309,0.7502,923.55M,-8.06%
10-02-2022,0.82551,0.86957,0.89553,0.82379,961.48M,-5.09%
09-02-2022,0.8698,0.87623,0.91255,0.8443,1.17B,-0.73%
08-02-2022,0.87618,0.83146,0.91257,0.8037,1.92B,5.42%
07-02-2022,0.83116,0.68268,0.83817,0.67173,1.20B,21.74%
06-02-2022,0.68271,0.66618,0.68661,0.6605,311.39M,2.48%
05-02-2022,0.66617,0.65556,0.68613,0.65019,581.98M,1.61%
04-02-2022,0.65563,0.60956,0.65823,0.60446,523.14M,7.55%
03-02-2022,0.60961,0.60089,0.60961,0.58941,349.86M,1.46%
02-02-2022,0.60082,0.62824,0.63115,0.596,379.99M,-4.36%
01-02-2022,0.62823,0.61758,0.63066,0.61117,357.98M,1.75%
31-01-2022,0.61746,0.60147,0.62394,0.581,441.21M,2.66%
30-01-2022,0.60148,0.61748,0.62292,0.59753,297.09M,-2.58%
29-01-2022,0.6174,0.61127,0.62467,0.60914,301.82M,1.00%
28-01-2022,0.61128,0.60895,0.61358,0.59197,459.46M,0.48%
27-01-2022,0.60837,0.61899,0.62405,0.58965,582.23M,-1.71%
26-01-2022,0.61896,0.6178,0.65753,0.60523,895.25M,0.22%
25-01-2022,0.6176,0.61203,0.6227,0.58659,639.44M,0.90%
24-01-2022,0.61208,0.62868,0.62868,0.55498,1.03B,-2.65%
23-01-2022,0.62873,0.59679,0.63494,0.5903,658.65M,5.36%
22-01-2022,0.59674,0.6372,0.65281,0.552,1.45B,-6.37%
21-01-2022,0.63732,0.72025,0.72835,0.61332,1.14B,-11.54%
20-01-2022,0.72044,0.73819,0.76195,0.71648,398.80M,-2.38%
19-01-2022,0.73799,0.7509,0.75318,0.72406,394.07M,-1.78%
18-01-2022,0.75136,0.76171,0.76844,0.73567,381.76M,-1.33%
17-01-2022,0.76147,0.77844,0.78022,0.75064,353.39M,-2.18%
16-01-2022,0.77843,0.77921,0.78416,0.7685,241.76M,-0.12%
15-01-2022,0.77934,0.77313,0.78921,0.76841,265.12M,0.79%
14-01-2022,0.77323,0.76752,0.79013,0.75279,410.72M,0.78%
13-01-2022,0.76724,0.79807,0.8021,0.76089,422.74M,-3.84%
12-01-2022,0.79788,0.76992,0.80681,0.75762,543.02M,3.64%
11-01-2022,0.76986,0.74011,0.77445,0.73084,495.85M,4.02%
10-01-2022,0.74013,0.75294,0.75892,0.70058,566.01M,-1.69%
09-01-2022,0.75283,0.74478,0.7665,0.73842,307.32M,1.09%
08-01-2022,0.74471,0.76271,0.77617,0.72319,471.11M,-2.35%
07-01-2022,0.7626,0.77904,0.78057,0.72996,688.04M,-2.18%
06-01-2022,0.7796,0.77137,0.79055,0.74005,584.96M,1.08%
05-01-2022,0.77125,0.82271,0.83655,0.71549,631.16M,-6.27%
04-01-2022,0.82285,0.83183,0.84489,0.81716,395.68M,-1.07%
03-01-2022,0.83173,0.85867,0.85867,0.82199,363.28M,-3.14%
02-01-2022,0.85871,0.85003,0.8638,0.83745,254.07M,1.02%
01-01-2022,0.85001,0.83007,0.85483,0.82553,266.53M,2.42%
31-12-2021,0.82995,0.83871,0.8535,0.80292,457.62M,-1.04%
30-12-2021,0.83868,0.81681,0.85856,0.8042,502.92M,2.72%
29-12-2021,0.8165,0.85164,0.86439,0.8118,574.42M,-4.07%
28-12-2021,0.85112,0.92664,0.92677,0.84575,604.16M,-8.11%
27-12-2021,0.92622,0.91969,0.95497,0.91523,442.48M,0.70%
26-12-2021,0.91982,0.92522,0.93305,0.90568,313.23M,-0.59%
25-12-2021,0.92525,0.91059,0.93343,0.89917,464.59M,1.61%
24-12-2021,0.91061,0.99394,0.99588,0.89383,998.32M,-8.39%
23-12-2021,0.99398,0.95368,1.01612,0.9387,967.00M,4.21%
22-12-2021,0.9538,0.94683,0.97227,0.92432,772.54M,0.73%
21-12-2021,0.94692,0.87956,0.9604,0.85315,888.15M,7.78%
20-12-2021,0.87856,0.83512,0.91359,0.825,1.05B,5.21%
19-12-2021,0.83508,0.82643,0.84793,0.81969,326.03M,1.05%
18-12-2021,0.82643,0.79749,0.83415,0.79116,333.85M,3.63%
17-12-2021,0.79749,0.80538,0.83061,0.77668,508.54M,-0.96%
16-12-2021,0.80519,0.82623,0.83616,0.80352,410.59M,-2.56%
15-12-2021,0.82632,0.81025,0.83954,0.7778,748.92M,1.92%
14-12-2021,0.81079,0.78181,0.82051,0.77359,753.47M,3.71%
13-12-2021,0.7818,0.83971,0.84387,0.76124,701.25M,-6.92%
12-12-2021,0.8399,0.83767,0.85633,0.80961,441.73M,0.32%
11-12-2021,0.83722,0.79999,0.84336,0.78641,561.08M,4.76%
10-12-2021,0.79916,0.85795,0.88198,0.79526,957.23M,-6.87%
09-12-2021,0.85809,0.86167,0.933,0.83285,1.26B,-0.39%
08-12-2021,0.86148,0.81535,0.88302,0.80486,811.57M,5.65%
07-12-2021,0.81538,0.82645,0.84411,0.80487,635.49M,-1.37%
06-12-2021,0.82668,0.80417,0.82979,0.75038,974.49M,2.81%
05-12-2021,0.80406,0.8453,0.85931,0.77893,963.26M,-5.07%
04-12-2021,0.84697,0.92132,0.92437,0.62065,2.19B,-8.07%
03-12-2021,0.92135,0.97187,0.98335,0.89673,582.44M,-5.23%
02-12-2021,0.97217,0.98955,0.98995,0.95647,429.13M,-1.76%
01-12-2021,0.98958,0.99842,1.01722,0.98043,478.61M,-0.81%
30-11-2021,0.99761,0.98945,1.02975,0.97116,653.91M,0.82%
29-11-2021,0.9895,0.96887,1.00149,0.96318,598.77M,2.11%
28-11-2021,0.96903,0.94528,0.96903,0.8902,643.46M,2.49%
27-11-2021,0.94547,0.93854,0.96495,0.93403,443.48M,0.74%
26-11-2021,0.93854,1.04277,1.04635,0.92297,1.15B,-9.99%
25-11-2021,1.04267,1.03266,1.0637,1.02212,604.41M,0.93%
24-11-2021,1.0331,1.07209,1.07289,1.00944,656.76M,-3.64%
23-11-2021,1.07209,1.03539,1.08177,1.02151,664.53M,3.54%
22-11-2021,1.03548,1.05808,1.06802,1.02616,647.38M,-2.13%
21-11-2021,1.05799,1.09615,1.09715,1.05532,468.55M,-3.48%
20-11-2021,1.09614,1.08957,1.10099,1.06209,493.24M,0.60%
19-11-2021,1.08963,1.04144,1.09849,1.01839,711.47M,4.64%
18-11-2021,1.04133,1.09558,1.15799,1.01932,1.34B,-4.96%
17-11-2021,1.0957,1.08842,1.11245,1.05976,777.75M,0.66%
16-11-2021,1.08851,1.17207,1.17222,1.04887,1.14B,-7.14%
15-11-2021,1.17221,1.18798,1.21934,1.16787,537.98M,-1.32%
14-11-2021,1.18792,1.18937,1.1992,1.16771,389.09M,-0.12%
13-11-2021,1.18937,1.18828,1.20359,1.16787,467.52M,0.08%
12-11-2021,1.18836,1.21489,1.23284,1.15537,617.77M,-2.19%
11-11-2021,1.21499,1.19227,1.25419,1.17713,647.85M,1.91%
10-11-2021,1.19223,1.25619,1.34634,1.13594,1.26B,-5.08%
09-11-2021,1.25608,1.28185,1.28767,1.23,622.97M,-2.01%
08-11-2021,1.28185,1.21795,1.29468,1.21795,788.09M,5.25%
07-11-2021,1.2179,1.15138,1.23613,1.14525,471.70M,5.79%
06-11-2021,1.1512,1.15824,1.17332,1.10715,356.14M,-0.61%
05-11-2021,1.15831,1.20139,1.20139,1.13652,464.16M,-3.59%
04-11-2021,1.20147,1.2101,1.25508,1.16534,738.50M,-0.71%
03-11-2021,1.2101,1.13516,1.2339,1.12586,1.12B,6.61%
02-11-2021,1.13513,1.09204,1.14612,1.08558,518.14M,3.94%
01-11-2021,1.09205,1.11265,1.131,1.07103,501.80M,-1.84%
31-10-2021,1.11257,1.08409,1.15205,1.07002,823.88M,2.63%
30-10-2021,1.08406,1.08107,1.11542,1.06318,479.64M,0.29%
29-10-2021,1.08098,1.05806,1.09004,1.05521,484.84M,2.18%
28-10-2021,1.05793,0.99358,1.08086,0.9822,906.77M,6.49%
27-10-2021,0.99349,1.10671,1.12462,0.95469,1.35B,-10.23%
26-10-2021,1.10674,1.09527,1.15926,1.09314,589.66M,1.05%
25-10-2021,1.09527,1.08231,1.10274,1.07836,302.26M,1.19%
24-10-2021,1.08235,1.09354,1.09548,1.05684,315.37M,-1.02%
23-10-2021,1.09354,1.08903,1.10149,1.07665,263.60M,0.40%
22-10-2021,1.08919,1.08836,1.12831,1.07813,475.46M,0.08%
21-10-2021,1.08836,1.1438,1.16343,1.08712,619.77M,-4.83%
20-10-2021,1.14366,1.09105,1.15254,1.08703,488.43M,4.81%
19-10-2021,1.09113,1.0831,1.09965,1.06956,349.32M,0.74%
18-10-2021,1.08314,1.09294,1.10583,1.06503,465.84M,-0.90%
17-10-2021,1.09294,1.134,1.14054,1.02483,536.15M,-3.62%
16-10-2021,1.134,1.14136,1.18519,1.13049,473.80M,-0.63%
15-10-2021,1.14125,1.13324,1.16356,1.09733,883.12M,0.71%
14-10-2021,1.13316,1.12775,1.15643,1.11852,481.87M,0.47%
13-10-2021,1.12786,1.10073,1.13807,1.0756,550.37M,2.47%
12-10-2021,1.10069,1.13769,1.13769,1.06589,626.45M,-3.25%
11-10-2021,1.13769,1.13554,1.18138,1.10758,580.27M,0.17%
10-10-2021,1.13577,1.16036,1.22162,1.12951,856.25M,-2.04%
09-10-2021,1.15945,1.0624,1.20814,1.05756,876.03M,9.19%
08-10-2021,1.0619,1.06764,1.09167,1.05582,462.56M,-0.43%
07-10-2021,1.06651,1.07623,1.09379,1.04492,567.98M,-0.90%
06-10-2021,1.07619,1.08399,1.10702,1.0195,702.12M,-0.80%
05-10-2021,1.08482,1.04172,1.08748,1.03819,580.60M,4.15%
04-10-2021,1.04159,1.05505,1.05956,1.0067,566.15M,-1.27%
03-10-2021,1.05503,1.0362,1.08804,1.0211,554.18M,1.82%
02-10-2021,1.0362,1.04213,1.06994,1.00872,548.19M,-0.48%
01-10-2021,1.04119,0.95324,1.06459,0.94442,878.85M,9.22%
30-09-2021,0.95329,0.92671,0.96368,0.92219,449.64M,2.86%
29-09-2021,0.92679,0.8931,0.99071,0.88656,639.76M,3.77%
28-09-2021,0.89311,0.92192,0.94198,0.8912,450.34M,-3.12%
27-09-2021,0.92189,0.94408,0.98126,0.92062,505.21M,-2.40%
26-09-2021,0.94451,0.94014,0.95629,0.89226,574.12M,0.47%
25-09-2021,0.94014,0.94405,0.95569,0.91684,496.37M,-0.48%
24-09-2021,0.94465,1.00141,1.00242,0.88723,885.52M,-5.67%
23-09-2021,1.00139,1.00368,1.01551,0.9686,574.02M,-0.23%
22-09-2021,1.00373,0.87353,1.00825,0.86813,881.87M,14.94%
21-09-2021,0.87323,0.92114,0.95866,0.859,931.83M,-5.19%
20-09-2021,0.92107,1.04818,1.04944,0.87844,1.28B,-12.11%
19-09-2021,1.04801,1.07556,1.08348,1.04033,296.88M,-2.56%
18-09-2021,1.07557,1.06601,1.09406,1.05683,274.75M,0.90%
17-09-2021,1.06601,1.09031,1.10216,1.05127,440.08M,-2.23%
16-09-2021,1.0903,1.12067,1.12973,1.06744,440.80M,-2.71%
15-09-2021,1.12069,1.09612,1.1297,1.07959,416.59M,2.32%
14-09-2021,1.09533,1.06421,1.09762,1.05817,410.51M,2.92%
13-09-2021,1.06421,1.11875,1.12603,1.02673,778.18M,-4.91%
12-09-2021,1.11918,1.07884,1.1266,1.05809,453.83M,3.74%
11-09-2021,1.07882,1.05527,1.11077,1.05134,480.04M,2.28%
10-09-2021,1.05482,1.08676,1.24271,1.03337,1.38B,-2.94%
09-09-2021,1.08673,1.09918,1.13727,1.07475,866.17M,-1.12%
08-09-2021,1.09903,1.1254,1.14727,1.01729,1.20B,-2.16%
07-09-2021,1.12334,1.38978,1.39191,0.9617,2.09B,-19.18%
06-09-2021,1.38984,1.30608,1.41516,1.30608,1.02B,6.42%
05-09-2021,1.30601,1.25486,1.31186,1.23675,482.35M,4.08%
04-09-2021,1.25482,1.29048,1.29667,1.23847,500.27M,-2.71%
03-09-2021,1.28982,1.25308,1.32231,1.22389,804.38M,2.85%
02-09-2021,1.2541,1.23636,1.29503,1.22205,733.10M,1.43%
01-09-2021,1.23637,1.18597,1.23788,1.15955,683.84M,4.23%
31-08-2021,1.18615,1.10039,1.24086,1.09152,997.29M,7.77%
30-08-2021,1.10065,1.14022,1.14841,1.09612,523.12M,-3.46%
29-08-2021,1.14009,1.14489,1.16811,1.11473,470.05M,-0.42%
28-08-2021,1.14492,1.19129,1.19791,1.13416,456.69M,-3.89%
27-08-2021,1.19123,1.07137,1.19123,1.05214,823.90M,11.18%
26-08-2021,1.07148,1.17415,1.18648,1.06446,864.26M,-8.76%
25-08-2021,1.17436,1.13631,1.1772,1.10894,766.53M,3.35%
24-08-2021,1.13632,1.2463,1.26486,1.12518,906.30M,-8.81%
23-08-2021,1.24617,1.22577,1.30288,1.2115,927.81M,1.67%
22-08-2021,1.22574,1.21654,1.2554,1.18284,530.74M,0.75%
21-08-2021,1.21663,1.26316,1.28262,1.20444,588.18M,-3.69%
20-08-2021,1.26318,1.23482,1.28762,1.19994,871.18M,2.29%
19-08-2021,1.23489,1.14435,1.23489,1.09047,1.03B,7.90%
18-08-2021,1.14452,1.09869,1.19405,1.0522,1.26B,4.17%
17-08-2021,1.09875,1.18577,1.22258,1.08688,1.27B,-7.34%
16-08-2021,1.18577,1.28414,1.32792,1.15028,1.28B,-7.68%
15-08-2021,1.28447,1.28017,1.34807,1.22585,1.62B,0.34%
14-08-2021,1.28015,1.09002,1.30885,1.07095,2.04B,17.45%
13-08-2021,1.08995,0.96602,1.09604,0.95173,1.03B,12.98%
12-08-2021,0.9647,1.01229,1.04384,0.92468,1.44B,-4.71%
11-08-2021,1.01233,0.85131,1.088,0.84927,1.63B,18.91%
10-08-2021,0.85131,0.81707,0.86177,0.80027,714.81M,4.17%
09-08-2021,0.81724,0.77911,0.82748,0.76058,698.49M,4.89%
08-08-2021,0.77911,0.81666,0.84032,0.77291,771.73M,-4.60%
07-08-2021,0.81666,0.74711,0.81814,0.74124,840.12M,9.33%
06-08-2021,0.74695,0.73306,0.75272,0.72261,432.77M,1.89%
05-08-2021,0.73307,0.73073,0.73864,0.70237,443.99M,0.33%
04-08-2021,0.73064,0.71325,0.73973,0.6973,458.20M,2.44%
03-08-2021,0.71325,0.7385,0.74441,0.7014,569.49M,-3.43%
02-08-2021,0.73859,0.72413,0.77281,0.71673,570.73M,1.91%
01-08-2021,0.72477,0.74443,0.77765,0.71333,638.45M,-2.63%
31-07-2021,0.74434,0.75206,0.75794,0.73811,499.42M,-0.97%
30-07-2021,0.75161,0.74829,0.76911,0.71526,848.52M,0.46%
29-07-2021,0.7482,0.73316,0.76498,0.69777,716.25M,2.27%
28-07-2021,0.73159,0.64548,0.75232,0.63123,1.65B,13.34%
27-07-2021,0.64548,0.62379,0.65232,0.61272,587.13M,3.46%
26-07-2021,0.62389,0.60685,0.67746,0.60502,1.09B,2.81%
25-07-2021,0.60685,0.60496,0.60709,0.59105,339.10M,0.03%
24-07-2021,0.60665,0.60909,0.61383,0.60219,463.40M,-0.39%
23-07-2021,0.60902,0.59191,0.60974,0.57613,489.18M,2.89%
22-07-2021,0.59192,0.5714,0.60286,0.56107,588.63M,3.59%
21-07-2021,0.57139,0.52863,0.58313,0.51981,673.86M,8.09%
20-07-2021,0.52864,0.55711,0.5692,0.51755,574.85M,-5.11%
19-07-2021,0.55711,0.58674,0.58871,0.55441,443.79M,-5.06%
18-07-2021,0.58677,0.58167,0.60112,0.5728,326.27M,0.88%
17-07-2021,0.58164,0.58928,0.59714,0.56785,388.91M,-1.30%
16-07-2021,0.5893,0.59773,0.61707,0.58802,407.51M,-1.36%
15-07-2021,0.59744,0.61985,0.62613,0.58871,465.25M,-3.62%
14-07-2021,0.61985,0.61918,0.62455,0.5869,488.04M,0.07%
13-07-2021,0.6194,0.62899,0.63948,0.6102,438.17M,-1.52%
12-07-2021,0.62899,0.63617,0.65701,0.61897,484.43M,-1.12%
11-07-2021,0.6361,0.6247,0.64359,0.61714,277.98M,1.76%
10-07-2021,0.62511,0.6371,0.64841,0.61332,388.83M,-1.88%
09-07-2021,0.63706,0.62307,0.64523,0.5934,519.78M,2.24%
08-07-2021,0.6231,0.6521,0.65382,0.61152,616.30M,-4.44%
07-07-2021,0.65207,0.66481,0.67327,0.65032,394.69M,-1.92%
06-07-2021,0.66482,0.65292,0.67941,0.65185,486.93M,1.81%
05-07-2021,0.65297,0.69595,0.69614,0.64605,600.33M,-6.17%
04-07-2021,0.69589,0.67644,0.70881,0.67644,446.37M,2.88%
03-07-2021,0.67644,0.65631,0.68013,0.64387,436.32M,3.07%
02-07-2021,0.65631,0.65989,0.6671,0.63368,521.33M,-0.55%
01-07-2021,0.65997,0.70533,0.70542,0.64673,679.69M,-6.44%
30-06-2021,0.70537,0.70599,0.714,0.64915,894.67M,0.02%
29-06-2021,0.70523,0.64393,0.72851,0.64228,1.01B,9.52%
28-06-2021,0.64393,0.64747,0.6555,0.62436,636.01M,-0.55%
27-06-2021,0.64747,0.61669,0.65127,0.59735,647.73M,5.00%
26-06-2021,0.61663,0.61169,0.63173,0.58214,752.44M,0.79%
25-06-2021,0.6118,0.67239,0.6881,0.60365,1.13B,-8.99%
24-06-2021,0.67224,0.63827,0.69153,0.61716,928.59M,5.39%
23-06-2021,0.63785,0.54681,0.66335,0.52269,1.70B,17.05%
22-06-2021,0.54493,0.60653,0.64888,0.51017,2.31B,-10.27%
21-06-2021,0.60732,0.77421,0.77885,0.60524,1.59B,-21.56%
20-06-2021,0.77421,0.75965,0.78412,0.69806,866.85M,1.90%
19-06-2021,0.75977,0.79691,0.80499,0.75589,459.27M,-4.53%
18-06-2021,0.79581,0.84118,0.84449,0.77191,617.48M,-5.39%
17-06-2021,0.84118,0.8318,0.86084,0.82488,475.79M,1.11%
16-06-2021,0.83195,0.86663,0.87309,0.82643,603.79M,-4.00%
15-06-2021,0.86663,0.89031,0.90115,0.85949,537.37M,-2.66%
14-06-2021,0.89031,0.88326,0.92692,0.86323,659.19M,0.80%
13-06-2021,0.88326,0.83164,0.88784,0.8185,503.67M,6.26%
12-06-2021,0.83121,0.84748,0.84757,0.80638,558.73M,-1.92%
11-06-2021,0.84748,0.86852,0.87919,0.83437,568.45M,-2.41%
10-06-2021,0.86841,0.91975,0.92699,0.85342,838.31M,-5.58%
09-06-2021,0.9197,0.87383,0.9197,0.83149,1.13B,5.24%
08-06-2021,0.87393,0.86345,0.88383,0.78577,1.37B,1.21%
07-06-2021,0.86345,0.94516,0.97376,0.84842,993.30M,-8.62%
06-06-2021,0.94493,0.92274,0.94784,0.91773,559.24M,2.41%
05-06-2021,0.92274,0.96885,0.9972,0.89686,898.30M,-4.80%
04-06-2021,0.96927,1.04426,1.04594,0.91895,1.27B,-7.18%
03-06-2021,1.04426,1.02441,1.0773,1.00778,974.27M,1.94%
02-06-2021,1.02441,1.01061,1.04772,0.98136,950.13M,1.36%
01-06-2021,1.01063,1.04122,1.0973,0.97712,1.61B,-3.10%
31-05-2021,1.04293,0.90591,1.04892,0.88318,1.78B,15.10%
30-05-2021,0.90612,0.83044,0.92998,0.79877,1.21B,9.12%
29-05-2021,0.83041,0.89913,0.93847,0.79482,1.47B,-7.65%
28-05-2021,0.89918,0.97062,0.98301,0.84733,1.74B,-7.35%
27-05-2021,0.9705,1.03167,1.0403,0.93389,1.41B,-5.93%
26-05-2021,1.03167,0.97436,1.06643,0.9489,1.68B,5.88%
25-05-2021,0.97434,0.99151,1.0527,0.88075,2.42B,-1.72%
24-05-2021,0.99142,0.79146,0.99562,0.75667,2.34B,25.25%
23-05-2021,0.79153,0.90502,0.96587,0.6507,3.15B,-12.54%
22-05-2021,0.90502,1.00572,1.01342,0.82006,2.28B,-10.04%
21-05-2021,1.006,1.17959,1.21581,0.8673,2.73B,-14.71%
20-05-2021,1.17955,1.06159,1.26452,0.91194,3.04B,11.10%
19-05-2021,1.0617,1.59055,1.64286,0.87542,5.03B,-33.25%
18-05-2021,1.59055,1.4959,1.69982,1.47421,2.67B,6.33%
17-05-2021,1.4959,1.44832,1.56263,1.32635,2.40B,3.19%
16-05-2021,1.44967,1.48591,1.60866,1.34889,2.21B,-2.44%
15-05-2021,1.48591,1.4023,1.57989,1.32462,2.30B,5.88%
14-05-2021,1.40342,1.36156,1.4433,1.32248,1.19B,3.09%
13-05-2021,1.3614,1.26899,1.38878,1.20537,2.14B,7.34%
12-05-2021,1.26829,1.4781,1.54351,1.24312,1.65B,-14.19%
11-05-2021,1.47796,1.39107,1.48676,1.3587,1.18B,6.25%
10-05-2021,1.39101,1.53451,1.62613,1.23689,1.90B,-9.35%
09-05-2021,1.53447,1.56235,1.59317,1.44818,1.16B,-1.79%
08-05-2021,1.56237,1.58091,1.62614,1.54152,796.72M,-1.18%
07-05-2021,1.58103,1.60296,1.68963,1.51153,1.44B,-1.37%
06-05-2021,1.60294,1.61386,1.76001,1.54527,2.37B,-0.68%
05-05-2021,1.61396,1.39752,1.62073,1.39752,2.01B,15.56%
04-05-2021,1.39664,1.55463,1.55703,1.35493,2.18B,-10.17%
03-05-2021,1.55474,1.56112,1.61913,1.52413,1.05B,-0.41%
02-05-2021,1.56112,1.65073,1.65348,1.53209,947.88M,-5.43%
01-05-2021,1.65073,1.59851,1.66456,1.52915,1.11B,3.36%
30-04-2021,1.59707,1.39814,1.63523,1.37604,2.26B,14.23%
29-04-2021,1.39814,1.3579,1.41707,1.32815,1.37B,2.96%
28-04-2021,1.35801,1.4018,1.44663,1.28765,1.77B,-3.12%
27-04-2021,1.40174,1.36672,1.45828,1.3324,2.40B,2.54%
26-04-2021,1.36699,1.03384,1.36882,1.01794,2.94B,32.23%
25-04-2021,1.03384,1.05015,1.15362,0.95088,1.74B,-1.55%
24-04-2021,1.05015,1.17025,1.17095,1.02325,1.69B,-10.26%
23-04-2021,1.17023,1.15859,1.19593,0.89374,4.24B,0.98%
22-04-2021,1.15886,1.29067,1.41758,1.10427,2.74B,-10.20%
21-04-2021,1.29046,1.38614,1.46239,1.28289,2.00B,-6.90%
20-04-2021,1.38614,1.30944,1.44517,1.18308,2.45B,5.88%
19-04-2021,1.30918,1.40811,1.53084,1.25649,2.64B,-7.02%
18-04-2021,1.40794,1.53957,1.56266,1.16193,3.48B,-8.61%
17-04-2021,1.54064,1.54768,1.73876,1.53308,1.74B,-0.44%
16-04-2021,1.54747,1.7584,1.80402,1.44072,2.86B,-11.97%
15-04-2021,1.7578,1.83563,1.88408,1.65854,1.84B,-4.27%
14-04-2021,1.83625,1.79613,1.96332,1.57032,3.58B,2.23%
13-04-2021,1.79627,1.46844,1.88626,1.42122,4.05B,22.38%
12-04-2021,1.46773,1.35479,1.4719,1.3197,1.78B,8.32%
11-04-2021,1.35498,1.37428,1.49007,1.3084,3.15B,-1.41%
10-04-2021,1.37431,1.01909,1.3953,1.00711,4.31B,34.85%
09-04-2021,1.01916,1.05784,1.08335,0.9849,1.61B,-3.66%
08-04-2021,1.05784,0.91658,1.07201,0.90415,2.03B,15.41%
07-04-2021,0.91658,1.09138,1.10128,0.85966,3.88B,-15.95%
06-04-2021,1.09057,0.91333,1.11471,0.81318,6.43B,19.42%
05-04-2021,0.91324,0.63489,0.93557,0.61963,5.22B,43.84%
04-04-2021,0.63489,0.57886,0.63561,0.56884,1.00B,9.68%
03-04-2021,0.57886,0.60676,0.64142,0.57467,1.59B,-4.60%
02-04-2021,0.60676,0.57056,0.60902,0.56574,1.27B,6.35%
01-04-2021,0.57052,0.56957,0.59179,0.5507,1.13B,0.17%
31-03-2021,0.56957,0.56225,0.57594,0.53095,1.16B,1.30%
30-03-2021,0.56225,0.56537,0.58537,0.55924,899.98M,-0.55%
29-03-2021,0.56537,0.54556,0.57002,0.54371,835.17M,3.61%
28-03-2021,0.54565,0.54789,0.55989,0.54026,531.13M,-0.41%
27-03-2021,0.54789,0.56344,0.57414,0.53451,738.34M,-2.69%
26-03-2021,0.56304,0.51085,0.5752,0.51046,1.30B,10.22%
25-03-2021,0.51085,0.48011,0.5239,0.46029,1.56B,5.96%
24-03-2021,0.48213,0.55045,0.56235,0.45393,1.56B,-12.41%
23-03-2021,0.55045,0.54408,0.59555,0.53828,1.77B,1.16%
22-03-2021,0.54414,0.51653,0.59954,0.5024,2.71B,5.31%
21-03-2021,0.5167,0.5246,0.54625,0.49578,1.39B,-1.48%
20-03-2021,0.52446,0.46655,0.54965,0.46472,1.85B,12.38%
19-03-2021,0.46669,0.46885,0.47489,0.45977,529.83M,-0.46%
18-03-2021,0.46885,0.46999,0.4903,0.46582,837.87M,-0.24%
17-03-2021,0.47,0.46037,0.48159,0.45443,913.27M,2.09%
16-03-2021,0.46037,0.43568,0.51976,0.42752,2.30B,5.67%
15-03-2021,0.43568,0.43909,0.4481,0.42346,805.42M,-0.83%
14-03-2021,0.4393,0.45768,0.4615,0.4393,609.22M,-4.02%
13-03-2021,0.4577,0.43938,0.46506,0.43274,815.65M,4.16%
12-03-2021,0.43941,0.45189,0.46385,0.42505,969.06M,-2.69%
11-03-2021,0.45155,0.46158,0.4641,0.44103,752.19M,-2.17%
10-03-2021,0.46158,0.48499,0.48804,0.456,867.45M,-4.83%
09-03-2021,0.48499,0.47403,0.48656,0.47178,685.95M,2.41%
08-03-2021,0.47358,0.46532,0.48757,0.45533,1.00B,1.77%
07-03-2021,0.46532,0.46296,0.46863,0.45734,505.07M,0.51%
