Date,Price,Open,High,Low,Vol.,Change %
27-02-2020,0.23805,0.22901,0.24708,0.22391,3.13B,3.95%
26-02-2020,0.22901,0.25244,0.25495,0.22313,4.12B,-9.28%
25-02-2020,0.25245,0.27024,0.27056,0.25182,2.60B,-6.59%
24-02-2020,0.27025,0.28319,0.28411,0.26448,2.38B,-4.63%
23-02-2020,0.28338,0.27492,0.2843,0.27484,1.99B,3.08%
22-02-2020,0.27492,0.27422,0.27803,0.27043,1.82B,0.25%
21-02-2020,0.27422,0.27114,0.27853,0.2688,2.45B,1.14%
20-02-2020,0.27114,0.27518,0.28145,0.26279,3.28B,-1.47%
19-02-2020,0.27518,0.29806,0.30621,0.2722,3.26B,-7.66%
18-02-2020,0.29801,0.28707,0.30235,0.27604,3.68B,3.81%
17-02-2020,0.28708,0.29293,0.29478,0.2693,3.89B,-2.07%
16-02-2020,0.29316,0.30754,0.31879,0.27109,4.21B,-4.68%
15-02-2020,0.30754,0.33587,0.34553,0.29679,4.12B,-8.43%
14-02-2020,0.33587,0.32731,0.33881,0.31211,4.10B,2.62%
13-02-2020,0.32731,0.30436,0.33931,0.30197,6.05B,7.54%
12-02-2020,0.30437,0.28107,0.30858,0.28106,3.67B,8.29%
11-02-2020,0.28107,0.27348,0.28317,0.26764,2.02B,2.77%
10-02-2020,0.27348,0.2826,0.28316,0.26768,2.06B,-3.22%
09-02-2020,0.28259,0.27763,0.28868,0.27652,1.96B,1.79%
08-02-2020,0.27763,0.27949,0.28166,0.26479,1.97B,-0.70%
07-02-2020,0.27959,0.28358,0.28804,0.27785,2.12B,-1.41%
06-02-2020,0.28359,0.2778,0.28772,0.27075,3.08B,2.08%
05-02-2020,0.27779,0.26722,0.28202,0.26719,3.24B,3.97%
04-02-2020,0.26719,0.25465,0.26884,0.25465,2.89B,4.92%
03-02-2020,0.25465,0.251,0.25908,0.24741,2.09B,1.47%
02-02-2020,0.25097,0.24132,0.26098,0.23619,2.47B,4.00%
01-02-2020,0.24132,0.23939,0.24294,0.23724,1.29B,0.81%
31-01-2020,0.23938,0.24334,0.2444,0.234,1.81B,-1.62%
30-01-2020,0.24333,0.23546,0.24594,0.23123,2.07B,3.34%
29-01-2020,0.23546,0.23921,0.24171,0.23457,1.86B,-1.57%
28-01-2020,0.23921,0.23086,0.24114,0.23085,1.96B,3.62%
27-01-2020,0.23086,0.23114,0.23371,0.22636,1.51B,-0.13%
26-01-2020,0.23115,0.2196,0.23197,0.21823,1.30B,5.26%
25-01-2020,0.2196,0.22217,0.22259,0.21688,1.13B,-1.16%
24-01-2020,0.22217,0.22595,0.22618,0.21401,1.69B,-1.68%
23-01-2020,0.22595,0.23721,0.23726,0.22163,1.57B,-4.74%
22-01-2020,0.2372,0.23721,0.23979,0.23331,1.39B,-0.01%
21-01-2020,0.23722,0.23308,0.24175,0.23113,1.63B,1.78%
20-01-2020,0.23307,0.23574,0.23637,0.22452,1.55B,-1.13%
19-01-2020,0.23575,0.24349,0.25122,0.22818,2.39B,-3.19%
18-01-2020,0.2435,0.23916,0.254,0.23207,2.66B,1.81%
17-01-2020,0.23917,0.22919,0.24426,0.22672,2.77B,4.36%
16-01-2020,0.22918,0.23378,0.23497,0.22272,2.46B,-1.97%
15-01-2020,0.23379,0.23497,0.23497,0.22651,3.23B,-0.51%
14-01-2020,0.23499,0.21141,0.24435,0.21133,3.24B,11.15%
13-01-2020,0.21141,0.2153,0.21551,0.21005,1.32B,-1.80%
12-01-2020,0.21529,0.21127,0.21689,0.20971,1.64B,1.85%
11-01-2020,0.21138,0.21258,0.21973,0.20883,2.08B,-0.57%
10-01-2020,0.21259,0.20372,0.21266,0.2005,2.13B,4.35%
09-01-2020,0.20372,0.20756,0.20871,0.20129,1.77B,-1.85%
08-01-2020,0.20756,0.21351,0.21761,0.20342,2.44B,-2.79%
07-01-2020,0.21351,0.22307,0.22505,0.20735,3.00B,-4.28%
06-01-2020,0.22306,0.19455,0.22306,0.19428,2.84B,14.65%
05-01-2020,0.19455,0.19313,0.19708,0.19289,1.15B,0.74%
04-01-2020,0.19311,0.19321,0.19366,0.19135,1.11B,-0.05%
03-01-2020,0.19321,0.18749,0.1938,0.18464,1.74B,3.06%
02-01-2020,0.18748,0.19306,0.1931,0.18634,1.47B,-2.89%
01-01-2020,0.19307,0.19293,0.19508,0.19223,1.23B,0.07%
